Model,Location,Year,Km,FuelType,Transmission,Owner,Efficiency,Engine_cc,Power_bhp,Seats,Price_US_Dollars
Honda City i VTEC S,Pune,2014,"58,407",Gasoline,Manual,First,17.40,1400,117.30,5,"$8,648 "
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,"58,410",Diesel,Automatic,First,19.30,2000,141.00,5,"$20,357 "
Maruti Celerio LXI,Hyderabad,2014,"58,470",Gasoline,Manual,First,23.10,1000,67.04,5,"$5,475 "
Hyundai i10 Magna 1.1,Kochi,2014,"58,472",Gasoline,Manual,First,19.81,1000,68.05,5,"$4,787 "
Hyundai i10 Magna AT,Bangalore,2008,"58,483",Gasoline,Automatic,Second,19.20,1200,80.00,5,"$4,142 "
Maruti Alto 800 LXI,Hyderabad,2014,"58,500",Gasoline,Manual,First,22.74,800,47.30,5,"$3,861 "
Hyundai i20 1.2 Magna Executive,Jaipur,2017,"58,500",Gasoline,Manual,First,18.60,1200,81.83,5,"$8,774 "
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,"58,500",Diesel,Automatic,Second,17.09,2000,218.00,5,"$38,607 "
BMW 3 Series 320d Highline,Mumbai,2009,"58,557",Diesel,Automatic,Third,16.07,2000,181.00,5,"$11,231 "
Honda Brio S MT,Chennai,2013,"58,581",Gasoline,Manual,First,19.40,1200,86.80,5,"$4,900 "
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,"58,589",Diesel,Automatic,First,15.26,2200,203.20,5,"$38,958 "
Hyundai i20 Asta Option 1.2,Kochi,2017,"58,620",Gasoline,Manual,First,18.60,1200,81.83,5,"$10,024 "
Audi A4 35 TDI Premium Plus,Coimbatore,2013,"58,629",Diesel,Automatic,Second,18.25,2000,187.74,5,"$23,192 "
Hyundai Verna 1.6 SX,Kochi,2012,"58,646",Diesel,Manual,First,22.32,1600,126.32,5,"$6,654 "
Maruti Swift ZDi,Ahmedabad,2013,"58,653",Diesel,Manual,First,25.20,1200,74.00,5,"$6,177 "
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,"58,661",Diesel,Automatic,First,15.17,2000,181.00,5,"$39,351 "
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,"58,671",Diesel,Automatic,First,17.01,1600,126.20,5,"$20,006 "
Maruti Ertiga VDI,Kochi,2015,"58,734",Diesel,Manual,First,20.77,1200,88.76,7,"$9,701 "
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,"58,752",Gasoline,Manual,First,16.47,1200,73.90,5,"$4,661 "
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,"58,775",Diesel,Manual,First,19.33,2000,138.10,5,"$7,918 "
Mahindra Quanto C8,Kochi,2014,"58,816",Diesel,Manual,First,17.21,1400,100.00,7,"$4,843 "
Nissan Terrano XL D Option,Kochi,2015,"58,817",Diesel,Manual,First,19.87,1400,83.14,5,"$8,774 "
Maruti Vitara Brezza ZDi,Coimbatore,2017,"58,829",Diesel,Manual,First,24.30,1200,88.50,5,"$12,705 "
Honda Amaze S i-Dtech,Kochi,2016,"58,950",Diesel,Manual,First,25.80,1400,98.60,5,"$7,581 "
Audi A6 2011-2015 35 TFSI Technology,Kochi,2016,"58,953",Gasoline,Automatic,First,13.53,2000,177.01,5,"$34,003 "
Audi A4 35 TDI Premium,Bangalore,2015,"58,970",Diesel,Automatic,First,17.11,2000,174.33,5,"$33,343 "
Honda Mobilio E i DTEC,Hyderabad,2014,"58,972",Diesel,Manual,First,24.20,1400,98.60,7,"$9,125 "
Mahindra Ssangyong Rexton RX5,Kochi,2014,"58,995",Diesel,Manual,First,12.83,2800,162.00,7,"$12,986 "
Maruti 800 AC,Jaipur,2007,"59,000",Gasoline,Manual,First,16.10,800,37.00,4,"$1,053 "
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,"59,000",Gasoline,Manual,Third,15.26,1200,74.90,5,"$1,390 "
Hyundai i10 Era,Jaipur,2010,"59,000",Gasoline,Manual,Second,19.81,1000,68.05,5,"$3,257 "
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,"59,000",Gasoline,Manual,First,13.50,1800,130.00,5,"$3,805 "
Hyundai i10 Sportz,Delhi,2012,"59,000",Gasoline,Manual,First,20.36,1200,78.90,5,"$4,001 "
Honda Brio V MT,Pune,2012,"59,000",Gasoline,Manual,First,19.40,1200,86.80,5,"$4,563 "
Hyundai i10 Sportz 1.2,Hyderabad,2013,"59,000",Gasoline,Manual,First,20.36,1200,78.90,5,"$4,843 "
Hyundai i20 Magna,Jaipur,2013,"59,000",Gasoline,Manual,Second,18.50,1200,80.00,5,"$5,756 "
Honda Amaze E i-Dtech,Ahmedabad,2014,"59,000",Diesel,Manual,First,25.80,1400,98.60,5,"$6,669 "
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,"59,000",Gasoline,Manual,Second,16.47,1200,73.90,5,"$6,879 "
Hyundai i20 1.2 Magna,Bangalore,2015,"59,000",Gasoline,Manual,First,18.50,1200,80.00,5,"$8,072 "
Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,"59,000",Diesel,Manual,First,28.09,1200,88.50,5,"$8,423 "
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,"59,000",Diesel,Manual,First,22.70,1400,89.84,5,"$9,125 "
Maruti Ertiga ZDI,Hyderabad,2015,"59,000",Diesel,Manual,First,20.77,1200,88.80,7,"$10,529 "
Audi A4 2.0 TDI Multitronic,Delhi,2010,"59,000",Diesel,Automatic,First,16.55,2000,140.00,5,"$14,039 "
Toyota Corolla Altis VL AT,Ahmedabad,2014,"59,000",Gasoline,Automatic,First,14.28,1800,138.03,5,"$16,145 "
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,"59,000",Diesel,Automatic,First,16.55,2000,140.00,5,"$17,549 "
Mitsubishi Pajero Sport 4X4,Mumbai,2013,"59,000",Diesel,Manual,First,13.50,2400,175.56,7,"$17,900 "
Hyundai Santa Fe 4WD AT,Bangalore,2015,"59,000",Diesel,Automatic,First,13.01,2200,194.30,7,"$29,482 "
BMW X6 xDrive30d,Delhi,2011,"59,000",Diesel,Automatic,First,11.20,3000,241.00,4,"$30,745 "
Toyota Fortuner 4x2 Manual,Jaipur,2015,"59,000",Diesel,Manual,First,13.00,3000,168.50,7,"$32,290 "
Land Rover Discovery SE 3.0 TD6,Delhi,2016,"59,000",Diesel,Automatic,First,18.00,3000,255.00,7,"$51,593 "
Maruti Alto LXi BSIII,Coimbatore,2010,"59,136",Gasoline,Manual,First,19.70,800,46.30,5,"$4,156 "
Tata Indigo LX,Coimbatore,2013,"59,138",Diesel,Manual,First,17.00,1400,70.00,5,"$3,622 "
Mahindra XUV500 W8 2WD,Kochi,2015,"59,182",Diesel,Manual,First,15.10,2200,140.00,7,"$13,281 "
Ford Figo Petrol Titanium,Delhi,2010,"59,196",Gasoline,Manual,Second,15.60,1200,70.00,5,"$3,159 "
Maruti Ertiga ZDI,Hyderabad,2015,"59,245",Diesel,Manual,First,20.77,1200,88.80,7,"$11,933 "
Maruti Swift Dzire ZXi,Coimbatore,2013,"59,254",Gasoline,Manual,Second,17.50,1200,85.80,5,"$7,427 "
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,"59,261",Diesel,Manual,First,24.00,1200,73.97,5,"$5,967 "
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,"59,270",Gasoline,Manual,First,15.70,1200,67.00,5,"$3,650 "
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,"59,293",Gasoline,Manual,First,18.20,1000,67.10,5,"$3,791 "
Chevrolet Cruze LTZ AT,Mumbai,2013,"59,302",Diesel,Automatic,First,14.39,2000,163.70,5,"$7,370 "
Ford Figo Diesel ZXI,Jaipur,2014,"59,327",Diesel,Manual,First,20.00,1400,68.00,5,"$4,563 "
Maruti Swift Dzire LXI,Kochi,2013,"59,350",Gasoline,Manual,First,19.10,1200,85.80,5,"$5,840 "
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,"59,364",Diesel,Automatic,First,14.21,2200,203.00,5,"$37,203 "
Hyundai Elite i20 Asta Option,Coimbatore,2017,"59,450",Gasoline,Manual,First,18.60,1200,81.86,5,"$10,571 "
Maruti Ritz ZXi,Mumbai,2014,"59,451",Gasoline,Manual,First,18.50,1200,85.80,5,"$5,180 "
Audi Q7 45 TDI Quattro Technology,Pune,2017,"59,500",Diesel,Automatic,First,14.75,3000,245.00,7,"$95,465 "
Tata Nano CX,Kochi,2014,"59,508",Gasoline,Manual,First,25.40,600,37.48,4,"$1,769 "
Maruti Alto K10 LXI CNG,Pune,2015,"59,525",CNG,Manual,Second,32.26,1000,58.20,4,"$4,352 "
Maruti Swift Dzire VDI,Hyderabad,2015,"59,572",Diesel,Manual,First,26.59,1200,74.00,5,"$9,617 "
Toyota Etios Liva Diesel,Hyderabad,2014,"59,589",Diesel,Manual,First,23.59,1400,67.10,5,"$7,862 "
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,"59,630",Diesel,Automatic,First,13.00,2200,201.10,5,"$32,865 "
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,"59,636",Diesel,Automatic,First,10.91,3000,197.00,7,"$40,994 "
BMW 3 Series 320i Sedan,Coimbatore,2010,"59,660",Gasoline,Automatic,First,12.05,2000,154.00,5,"$14,727 "
Mahindra XUV500 W8 2WD,Coimbatore,2016,"59,711",Diesel,Manual,First,15.10,2200,140.00,7,"$18,644 "
Maruti Celerio VXI AT,Coimbatore,2015,"59,751",Gasoline,Automatic,First,23.10,1000,67.04,5,"$6,851 "
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,"59,751",Diesel,Manual,First,12.99,2400,100.60,7,"$16,313 "
Hyundai Grand i10 Sportz,Kochi,2016,"59,767",Gasoline,Manual,First,18.90,1200,82.00,5,"$6,711 "
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,"59,800",Gasoline,Automatic,First,16.90,1200,82.00,5,"$8,143 "
Ford Ikon 1.3 Flair,Coimbatore,2008,"59,833",Gasoline,Manual,Fourth,13.80,1200,70.00,5,"$2,766 "
Land Rover Freelander 2 SE,Kochi,2014,"59,885",Diesel,Automatic,First,12.39,2200,147.51,5,"$28,232 "
BMW 5 Series 2003-2012 520d,Ahmedabad,2012,"59,900",Diesel,Automatic,Second,18.48,2000,177.00,5,"$25,972 "
Maruti Swift ZDi,Coimbatore,2014,"59,923",Diesel,Manual,First,22.90,1200,74.00,5,"$9,069 "
Nissan Terrano XL 85 PS,Hyderabad,2014,"59,962",Diesel,Manual,First,20.45,1400,83.80,5,"$9,687 "
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,"59,967",Gasoline,Automatic,First,9.74,2000,208.00,5,"$25,270 "
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,"59,998",Diesel,Manual,First,20.14,1400,88.80,5,"$7,707 "
Maruti Zen VXI BSII,Mumbai,2002,"60,000",Gasoline,Manual,Third,17.30,1000,60.00,5,$772 
Maruti A-Star Lxi,Kolkata,2010,"60,000",Gasoline,Manual,First,19.00,1000,66.10,5,"$1,895 "
Maruti Wagon R LXI Minor,Delhi,2009,"60,000",Gasoline,Manual,First,18.90,1000,67.00,5,"$1,895 "
Maruti Wagon R LX BSIII,Ahmedabad,2004,"60,000",Gasoline,Manual,Second,17.30,1000,64.00,5,"$1,965 "
Maruti Omni 8 Seater BSII,Pune,2010,"60,000",Gasoline,Manual,First,19.70,800,35.00,8,"$2,036 "
Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,"60,000",Gasoline,Manual,Second,18.20,1000,64.00,5,"$2,316 "
Hyundai i10 Magna 1.1L,Delhi,2009,"60,000",Gasoline,Manual,Second,19.81,1000,68.05,5,"$2,667 "
Hyundai EON Era Plus,Kolkata,2012,"60,000",Gasoline,Manual,First,21.10,800,55.20,5,"$2,794 "
Hyundai i10 Era,Ahmedabad,2008,"60,000",Gasoline,Manual,First,19.81,1000,68.05,5,"$2,794 "
Ford Figo Diesel Titanium,Kolkata,2012,"60,000",Diesel,Manual,First,20.00,1400,68.00,5,"$2,948 "
Ford Figo Diesel ZXI,Kolkata,2011,"60,000",Diesel,Manual,First,20.00,1400,68.00,5,"$3,159 "
Hyundai Verna Xi (Petrol),Chennai,2009,"60,000",Gasoline,Manual,Third,13.90,1600,103.20,5,"$3,159 "
Toyota Corolla 1.8 J,Kolkata,2009,"60,000",Gasoline,Manual,First,14.53,1800,138.00,5,"$3,159 "
Hyundai Santro Xing GL Plus,Delhi,2013,"60,000",Gasoline,Manual,First,17.92,1000,62.10,5,"$3,229 "
Maruti Swift Dzire ZXi,Mumbai,2009,"60,000",Gasoline,Manual,First,17.50,1200,85.80,5,"$3,440 "
Hyundai EON D Lite Plus Option,Kolkata,2017,"60,000",Gasoline,Manual,First,21.10,800,55.20,5,"$3,510 "
Hyundai Santro Xing GLS,Hyderabad,2011,"60,000",Gasoline,Manual,First,17.92,1000,62.10,5,"$3,636 "
Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,"60,000",Gasoline,Manual,First,24.70,800,47.30,5,"$3,720 "
Hyundai i10 Era,Ahmedabad,2012,"60,000",Gasoline,Manual,Second,19.81,1000,68.05,5,"$3,720 "
Honda City 1.5 V MT,Kolkata,2010,"60,000",Gasoline,Manual,First,17.00,1400,118.00,5,"$3,791 "
Hyundai i20 1.4 CRDi Magna,Kolkata,2012,"60,000",Diesel,Manual,First,21.90,1400,90.00,5,"$3,847 "
Hyundai i10 Magna 1.2,Delhi,2013,"60,000",Gasoline,Manual,First,20.36,1200,78.90,5,"$3,861 "
Hyundai i20 1.4 CRDi Magna,Kolkata,2013,"60,000",Diesel,Manual,First,21.90,1400,90.00,5,"$4,142 "
Hyundai i10 Magna AT,Bangalore,2009,"60,000",Gasoline,Automatic,First,19.20,1200,80.00,5,"$4,198 "
Maruti Swift Dzire LDI,Kolkata,2017,"60,000",Diesel,Manual,First,26.59,1200,74.00,5,"$4,212 "
Toyota Etios G,Delhi,2012,"60,000",Gasoline,Manual,First,17.60,1400,88.73,5,"$4,352 "
Maruti Swift LXI,Kolkata,2013,"60,000",Gasoline,Manual,First,18.60,1200,85.80,5,"$4,422 "
Hyundai i10 Sportz 1.2,Hyderabad,2011,"60,000",Gasoline,Manual,First,20.36,1200,78.90,5,"$4,492 "
Hyundai i10 Sportz,Jaipur,2014,"60,000",Gasoline,Manual,First,20.36,1200,78.90,5,"$4,563 "
Honda Brio S MT,Bangalore,2012,"60,000",Gasoline,Manual,First,19.40,1200,86.80,5,"$4,563 "
Honda City 1.5 E MT,Pune,2009,"60,000",Gasoline,Manual,Third,17.00,1400,118.00,5,"$4,563 "
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,"60,000",Gasoline,Manual,Third,14.30,1800,160.00,5,"$4,914 "
Honda Accord 2.4 Inspire M/T,Pune,2009,"60,000",Gasoline,Manual,Second,9.80,2400,180.00,5,"$4,914 "
Nissan Micra Diesel XV Premium,Pune,2013,"60,000",Diesel,Manual,First,23.08,1400,63.10,5,"$4,984 "
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,"60,000",Diesel,Manual,Second,19.91,1400,103.60,5,"$5,194 "
Chevrolet Cruze LTZ AT,Ahmedabad,2011,"60,000",Diesel,Automatic,First,18.10,2000,147.90,4,"$5,335 "
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,"60,000",Diesel,Manual,First,24.40,1200,71.00,5,"$5,475 "
Hyundai Verna Transform Xxi ABS,Bangalore,2011,"60,000",Gasoline,Manual,First,16.20,1600,103.20,5,"$5,545 "
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,"60,000",Diesel,Manual,First,22.07,1200,73.90,5,"$5,616 "
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,"60,000",Diesel,Manual,First,15.00,1800,105.00,5,"$5,616 "
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,"60,000",Diesel,Manual,First,10.50,2200,120.00,8,"$5,616 "
Maruti Swift VDI,Ahmedabad,2013,"60,000",Diesel,Manual,First,22.90,1200,74.00,5,"$5,826 "
Maruti Ritz ZDi,Hyderabad,2014,"60,000",Diesel,Manual,First,23.20,1200,73.94,5,"$6,107 "
Honda City 1.5 V AT,Delhi,2011,"60,000",Gasoline,Automatic,First,16.80,1400,118.00,5,"$6,247 "
Honda Accord 2.4 A/T,Mumbai,2011,"60,000",Gasoline,Automatic,First,11.70,2400,177.60,5,"$6,247 "
Honda City 1.5 V AT Sunroof,Kolkata,2012,"60,000",Gasoline,Automatic,First,16.80,1400,116.30,5,"$6,304 "
Toyota Corolla Altis VL,Delhi,2010,"60,000",Gasoline,Automatic,Second,14.53,1800,138.10,5,"$6,528 "
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,"60,000",Diesel,Manual,First,22.07,1200,73.90,5,"$6,669 "
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,"60,000",Gasoline,Manual,First,17.50,1200,85.80,5,"$6,739 "
Honda City 1.5 S MT,Bangalore,2011,"60,000",Gasoline,Manual,First,17.00,1400,118.00,5,"$6,949 "
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,"60,000",Diesel,Manual,First,21.90,1400,88.76,5,"$7,651 "
Nissan Terrano XV D Pre,Mumbai,2013,"60,000",Diesel,Manual,Second,19.64,1400,108.50,5,"$7,651 "
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,"60,000",Diesel,Manual,First,22.70,1400,89.84,5,"$7,721 "
Honda City 1.5 V AT,Pune,2012,"60,000",Gasoline,Automatic,First,16.80,1400,118.00,5,"$7,721 "
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,"60,000",Diesel,Manual,First,22.70,1400,89.84,5,"$8,072 "
Tata Xenon XT EX 4X4,Bangalore,2014,"60,000",Diesel,Manual,Second,13.49,2200,138.03,5,"$8,283 "
Nissan Terrano XL Plus 85 PS,Jaipur,2014,"60,000",Diesel,Manual,First,20.45,1400,83.80,5,"$8,423 "
Maruti Swift Dzire VDI,Jaipur,2015,"60,000",Diesel,Manual,First,26.59,1200,74.00,5,"$8,774 "
Honda City i VTEC S,Delhi,2014,"60,000",Gasoline,Manual,First,17.40,1400,117.30,5,"$8,774 "
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,"60,000",Diesel,Manual,First,23.90,1600,126.20,5,"$9,813 "
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,"60,000",Diesel,Manual,First,19.64,1400,108.45,5,"$10,529 "
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,"60,000",Diesel,Manual,First,12.99,2400,100.00,7,"$11,091 "
Renault Duster 85PS Diesel RxL,Pune,2016,"60,000",Diesel,Manual,First,19.87,1400,83.80,5,"$11,231 "
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,"60,000",Diesel,Manual,First,19.64,1400,108.45,5,"$12,144 "
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,"60,000",Diesel,Automatic,Second,15.20,2000,140.80,5,"$14,320 "
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,"60,000",Diesel,Automatic,Second,15.20,2000,140.80,5,"$14,530 "
Toyota Fortuner 3.0 Diesel,Delhi,2011,"60,000",Diesel,Manual,First,11.50,3000,171.00,7,"$15,232 "
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,"60,000",Diesel,Automatic,Second,15.73,2000,174.33,5,"$20,357 "
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,"60,000",Diesel,Automatic,Second,15.20,2000,140.80,5,"$22,462 "
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,"60,000",Gasoline,Automatic,First,11.74,1800,186.00,5,"$22,462 "
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,"60,000",Diesel,Automatic,Second,17.90,2200,136.00,5,"$24,638 "
Audi Q3 2.0 TDI,Chennai,2014,"60,000",Diesel,Automatic,First,15.73,2000,174.33,5,"$28,078 "
Audi Q3 2.0 TDI Quattro,Hyderabad,2013,"60,000",Diesel,Automatic,First,17.32,2000,184.00,5,"$29,482 "
Audi Q3 2.0 TDI,Mumbai,2013,"60,000",Diesel,Automatic,First,15.73,2000,174.33,5,"$30,886 "
Mini Cooper 5 DOOR D,Hyderabad,2014,"60,000",Diesel,Automatic,Second,20.70,1400,113.98,5,"$32,992 "
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,"60,000",Diesel,Automatic,Second,12.35,2200,187.74,5,"$32,992 "
Audi A4 2.0 TDI,Hyderabad,2014,"60,000",Diesel,Automatic,First,16.55,2000,147.51,5,"$33,694 "
Audi A4 35 TDI Premium,Hyderabad,2015,"60,000",Diesel,Automatic,First,17.11,2000,174.33,5,"$35,098 "
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,"60,000",Diesel,Automatic,First,10.00,2200,170.00,5,"$37,905 "
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,"60,000",Diesel,Automatic,First,12.07,3000,241.40,7,"$63,176 "
Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,"60,001",Diesel,Automatic,First,21.66,1400,103.52,5,"$10,178 "
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,"60,001",Diesel,Automatic,First,17.11,2000,174.33,5,"$20,357 "
Skoda Laura Ambiente,Ahmedabad,2009,"60,002",Diesel,Manual,Second,17.50,1800,106.00,5,"$6,809 "
Volkswagen Polo GTI,Delhi,2015,"60,007",Gasoline,Automatic,First,17.21,1800,189.00,4,"$6,318 "
Porsche Panamera Diesel 250hp,Kochi,2014,"60,033",Diesel,Automatic,First,18.18,3000,250.00,4,"$72,329 "
Ford Aspire Titanium Diesel,Kolkata,2017,"60,048",Diesel,Manual,First,26.10,1400,99.00,5,"$8,423 "
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,"60,083",Diesel,Manual,First,19.67,1600,126.20,5,"$19,346 "
Maruti Swift VDI BSIV,Delhi,2015,"60,095",Diesel,Manual,First,25.20,1200,74.00,5,"$6,669 "
Maruti Wagon R LXI,Ahmedabad,2008,"60,123",Gasoline,Manual,Second,18.90,1000,67.10,5,"$2,738 "
Hyundai i10 Magna 1.1,Coimbatore,2014,"60,138",Gasoline,Manual,First,19.81,1000,68.05,5,"$5,742 "
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,"60,146",Diesel,Automatic,First,14.16,2000,174.30,5,"$41,612 "
Honda Amaze S i-DTEC,Jaipur,2015,"60,207",Diesel,Manual,First,25.80,1400,98.60,5,"$7,721 "
Mahindra Bolero VLX CRDe,Coimbatore,2012,"60,271",Diesel,Manual,First,13.60,2400,63.00,7,"$8,592 "
BMW 5 Series 520d Luxury Line,Coimbatore,2014,"60,280",Diesel,Automatic,First,22.48,2000,190.00,5,"$31,518 "
Fiat Linea T Jet,Coimbatore,2013,"60,283",Gasoline,Manual,First,14.60,1400,112.00,5,"$4,184 "
Ford Figo Petrol EXI,Coimbatore,2013,"60,328",Gasoline,Manual,First,15.60,1200,70.00,5,"$6,374 "
Honda Amaze S i-Dtech,Kochi,2015,"60,334",Diesel,Manual,First,25.80,1400,98.60,5,"$7,623 "
Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,"60,336",Diesel,Automatic,Second,14.40,3000,241.40,5,"$35,013 "
Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,"60,357",Diesel,Manual,First,25.32,1200,77.00,6,"$6,304 "
Porsche Cayenne Diesel,Coimbatore,2015,"60,395",Diesel,Automatic,First,16.12,3000,245.00,5,"$64,327 "
Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,"60,453",Gasoline,Manual,First,16.47,1200,74.00,5,"$7,160 "
Honda City i VTEC CVT VX,Kochi,2016,"60,475",Gasoline,Automatic,First,18.00,1400,117.30,5,"$12,776 "
Hyundai EON Era Plus,Hyderabad,2012,"60,500",Gasoline,Manual,First,21.10,800,55.20,5,"$3,650 "
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,"60,500",Diesel,Manual,First,25.40,1200,73.97,5,"$7,707 "
Hyundai i10 Sportz AT,Bangalore,2009,"60,510",Gasoline,Automatic,Second,16.95,1200,78.90,5,"$4,352 "
Hyundai Verna 1.6 SX,Kochi,2015,"60,519",Diesel,Manual,First,22.32,1600,126.32,5,"$8,760 "
Maruti Celerio VXI,Kochi,2015,"60,586",Gasoline,Manual,First,23.10,1000,67.04,5,"$5,770 "
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,"60,587",Gasoline,Automatic,Second,16.98,1000,66.10,5,"$4,900 "
Hyundai i10 Era,Hyderabad,2011,"60,634",Gasoline,Manual,First,19.81,1000,68.05,5,"$4,633 "
Honda City 1.5 V MT Sunroof,Mumbai,2013,"60,669",Gasoline,Manual,First,16.80,1400,116.30,5,"$6,949 "
Toyota Corolla Altis GL MT,Delhi,2014,"60,750",Gasoline,Manual,First,14.28,1800,138.03,5,"$14,741 "
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,"60,788",Diesel,Manual,First,23.00,1400,90.00,5,"$6,318 "
Honda City i DTec V,Coimbatore,2016,"60,805",Diesel,Manual,First,26.00,1400,98.60,5,"$11,329 "
Chevrolet Beat LT,Kochi,2016,"60,813",Gasoline,Manual,Second,18.60,1200,76.80,5,"$4,661 "
Volkswagen Vento 1.6 Comfortline,Kochi,2012,"60,818",Gasoline,Manual,First,16.09,1600,103.50,5,"$5,040 "
Honda City V AT,Coimbatore,2012,"60,908",Gasoline,Automatic,Second,15.60,1400,116.30,5,"$9,013 "
Maruti Ciaz RS ZXi Plus,Coimbatore,2016,"60,913",Gasoline,Manual,First,20.73,1400,91.10,5,"$10,094 "
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,"60,924",Gasoline,Automatic,First,15.63,1400,110.40,5,"$11,652 "
Honda City 1.5 V AT,Kochi,2014,"60,952",Gasoline,Automatic,First,16.80,1400,118.00,5,"$8,297 "
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,"60,993",Diesel,Manual,First,24.00,1200,70.00,5,"$7,314 "
Maruti Wagon R LXI,Chennai,2004,"61,000",Gasoline,Manual,Second,18.90,1000,67.10,5,"$1,755 "
Skoda Fabia 1.2 MPI Classic,Pune,2008,"61,000",Gasoline,Manual,Second,17.50,1200,70.00,5,"$2,316 "
Maruti Alto 800 LXI,Delhi,2015,"61,000",Gasoline,Manual,First,22.74,800,47.30,5,"$3,018 "
Maruti Alto 800 2016-2019 LXI,Chennai,2016,"61,000",Gasoline,Manual,First,24.70,800,47.30,5,"$4,071 "
Maruti Wagon R VXI,Pune,2013,"61,000",Gasoline,Manual,First,18.90,1000,67.10,5,"$4,071 "
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,"61,000",Diesel,Manual,First,18.60,1400,67.00,5,"$4,184 "
Hyundai i20 1.2 Sportz Option,Bangalore,2010,"61,000",Gasoline,Manual,Fourth,17.00,1200,80.00,5,"$4,563 "
Maruti Swift VXi BSIV,Mumbai,2012,"61,000",Gasoline,Manual,First,16.10,1200,85.00,5,"$4,633 "
Hyundai Verna Transform SX VTVT,Bangalore,2011,"61,000",Gasoline,Manual,Second,16.20,1600,103.20,5,"$4,773 "
Volkswagen Vento Petrol Highline AT,Pune,2012,"61,000",Gasoline,Automatic,Second,14.40,1600,103.60,5,"$5,265 "
Maruti SX4 Green Vxi (CNG),Kochi,2015,"61,000",CNG,Manual,First,22.10,1600,85.70,5,"$5,461 "
